diff_pressure_horizontal,diff_pressure_vertical,diff_pressure_central,time,accel_x,accel_y,accel_z
39.13333511,24.85000038,261.1000061,4000.3964855273352,0.07664062828,-0.8622070551,10.98834991
40.81666565,28.10000038,259.6333313,4000.406485543547,0.04311035201,-3.099155426,6.643784523
40.75,28.10000038,255.9499969,4000.4164855597596,2.917133808,-3.903882027,3.127895594
39.54999924,26.06666756,257.6833191,4000.426485575972,3.899091959,2.356699228,5.278623104
36.13333511,21.51666641,260.0666809,4000.436485592184,3.621269703,0.7855664492,6.504873276
31.71666718,13.16666698,262.3500061,4000.4464856083964,1.417851567,-3.271596909,16.21907234
27.46666718,9.833333015,262.3833313,4000.4564856246084,0.7328760028,-4.612807751,15.88376999
29.86666679,8.433333397,264.4666748,4000.466485640821,3.927832127,-1.686093807,11.60626507
37.11666489,9.100000381,268.5499878,4000.476485657033,5.024751186,2.773432732,16.88967896
36.79999924,5.666666508,266.9666748,4000.486485673245,2.217788219,-2.883603573,19.46612167
32.15000153,3.166666746,266.2833252,4000.4964856894576,2.46208024,-6.47134304,19.46612167
31.26666641,2.099999905,261.0,4000.5064857056695,1.456171989,-1.963916063,19.46612167
35.5,1.266666651,259.9833374,4000.516485721882,2.553090811,0.7520361543,13.64203167
32.40000153,7.566666603,251.3166656,4000.5264857380944,6.725214958,-1.911225677,13.59892178
18.95000076,16.03333282,251.1333313,4000.5364857543063,0.6945556998,-4.646337986,19.33259773
14.16666698,28.21666718,250.2166595,4000.5464857705188,4.052373409,-6.073769569,19.46612167
20.23333359,39.59999847,247.5333405,4000.5564857867307,5.786367416,0.2490820438,18.8248539
26.56666756,40.26666641,242.4499969,4000.566485802943,5.877377987,0.1101709008,17.58902359
26.18333244,37.65000153,240.1666718,4000.5764858191556,3.923042059,-1.049018621,8.612490654
26.53333282,40.95000076,246.7833405,4000.5864858353675,2.68721199,-5.537285328,4.962480545
26.35000038,42.06666565,251.3999939,4000.59648585158,4.435576439,0.450263679,2.835703135
25.01666641,39.38333511,253.3833313,4000.606485867792,6.801855564,1.072968841,11.23264217
